ORGANISATION_NAME,SUBURB,STATE,POSTCODE,LONGITUDE,LATITUDE,NHSD_SERVICE_TYPE,GA_CLASS
Laidley Family Doctors,Laidley,QLD,4341,152.39386173,-27.62988951,General practice service,GP
Wyndham Vale Community Learning Centre,Manor Lakes,VIC,3024,144.60466627,-37.87526085,"Maternal, child and family health service",GP
Norwest Central Healthcare,Norwest,NSW,2153,150.96435875,-33.73284272,General practice service,GP
Vitality Medical Health Centre,Glen Iris,VIC,3146,145.05833412,-37.86028389,General practice service,GP
Gibalee Aboriginal Learning And Development Centre,Ourimbah,NSW,2258,151.38005202,-33.35764164,Aboriginal and Torres Strait Islander health service,GP
Shp Canningvale,Canning Vale,WA,6155,115.90699071,-32.0595466,General practice service,GP
Orbost Regional Health,Orbost,VIC,3888,148.46559143066400,-37.70189666748050,Aboriginal and Torres Strait Islander health service,GP
Sandhurst Medical Practice,Bendigo,VIC,3550,144.28561489,-36.76089809,General practice service,GP
Prestons Family Doctors,Prestons,NSW,2170,150.86405984,-33.94996025,General practice service,GP
Kure Medical - West Wyalong,West Wyalong,NSW,2671,147.19741352,-33.91592971,General practice service,GP
Mildura Rural City Council - Environmental Health Services,Mildura,VIC,3500,142.16113562,-34.18869419,"Maternal, child and family health service",GP
Knox Gardens Medical Centre,Wantirna South,VIC,3152,145.2205352783200,-37.87723159790040,General practice service,GP
Orange Community Health Centre,Orange,NSW,2800,149.0952109,-33.3209391,"Maternal, child and family health service",GP
Iris Family Medicine,Glen Iris,VIC,3146,145.044677734375,-37.8587646484375,General practice service,GP
Everton Hills Medical Centre,Everton Hills,QLD,4053,152.971054077148,-27.3953552246093,General practice service,GP
Morphett Vale Medical Care - Your After Hours Clinic,Morphett Vale,SA,5162,138.52236938476600,-35.11620330810550,General practice service,GP
Bungendore Medical Centre,Bungendore,NSW,2621,149.44091796875,-35.255210876464800,General practice service,GP
The Children's Doctor,Bella Vista,NSW,2153,150.95159022,-33.74419222,General practice service,GP
Cooroy Family Medical,Cooroy,QLD,4563,152.90887451171900,-26.417530059814500,General practice service,GP
Dr Dan Epstein,Vermont South,VIC,3133,145.19952736,-37.85858666,General practice service,GP
Bertram Child Health Centre,Bertram,WA,6167,115.84736819,-32.24679071,"Maternal, child and family health service",GP
Greenslopes Medical Centre,Greenslopes,QLD,4120,153.05267333984400,-27.511714935302700,General practice service,GP
Leonora Medical Practice,Leonora,WA,6438,121.33000183105500,-28.8799991607666,General practice service,GP
Platinum On North Medical Centre,Toowoomba,QLD,4350,151.93350219726600,-27.539438247680700,General practice service,GP
Maternal And Child Health Centre - Melton Library And Learning Hub,Melton,VIC,3337,144.57731781,-37.68649697,"Maternal, child and family health service",GP
Reynella Family Care,Old Reynella,SA,5161,138.5412683,-35.08973979,General practice service,GP
Cbd Doctors Melbourne,Melbourne,VIC,3000,144.96153259277300,-37.81755828857420,General practice service,GP
Newcastle General Practice,Hamilton East,NSW,2303,151.75187276,-32.92539713,General practice service,GP
Springwood Family Medical Centre,Springwood,NSW,2777,150.57292391,-33.70243651,General practice service,GP
Belyuen Community Health Centre,Belyuen,NT,822,130.6936492919920,-12.54868221282960,General practice service,GP
Maternal And Child Health Centre - Preston - Gower Street,Preston,VIC,3072,145.0052490234380,-37.74052047729490,"Maternal, child and family health service",GP
East Maitland Community Health Centre,East Maitland,NSW,2323,151.58889061,-32.76312522,"Maternal, child and family health service",GP
Tamar Skin Clinic,Invermay,TAS,7248,147.13568115234400,-41.420860290527300,General practice skin cancer service,GP
Bulahdelah Community Health Palliative Care Service,Bulahdelah,NSW,2423,152.20797368,-32.40342955,Nurse led clinic,GP
Tottenham Community Health Centre General Nursing Service,Tottenham,NSW,2873,147.35815615,-32.24244992,Nurse led clinic,GP
United Medical Centre Kirkwood,Gladstone,QLD,4680,151.23233032226600,-23.889888763427700,General practice service,GP
Ipswich Medical Centre,Ipswich,QLD,4305,152.75968545,-27.61389821,General practice service,GP
Mediq Broadmeadows,Broadmeadows,VIC,3047,144.92626953125,-37.689857482910200,General practice service,GP
Main Street Medical Centre - Murwillumbah,Murwillumbah,NSW,2484,153.3951416015630,-28.326364517211900,General practice service,GP
Augathella Doctors Surgery,Augathella,QLD,4477,146.5925842,-25.7944151,General practice service,GP
Tweddle Terang And Mortlake - Day Stay Program,Terang,VIC,3264,142.92210388183600,-38.23493957519530,"Maternal, child and family health service",GP
Voss Medical Centre,Allenstown,QLD,4700,150.5013885498050,-23.383588790893600,General practice service,GP
Drovers Medical Centre,Wanneroo,WA,6065,115.78131103515600,-31.717304229736300,General practice service,GP
Warrego Medical Centre,Withcott,QLD,4352,152.02258092,-27.55326195,General practice service,GP
Mallee District Aboriginal Services - Mildura,Mildura,VIC,3500,142.16078729,-34.18898194,"Maternal, child and family health service",GP
Jimboomba Medical Centre,Jimboomba,QLD,4280,153.02473864,-27.8372059,General practice service,GP
Sarcon Health And Cosmetics,Dandenong North,VIC,3175,145.20779418945300,-37.96902847290040,General practice service,GP
Queanbeyan Gp Super Clinic,Queanbeyan,NSW,2620,149.23236083984400,-35.34994888305660,General practice service,GP
Moreton Atsichs - Margate,Margate,QLD,4019,153.10689945,-27.24376963,General practice service,GP
Railway Road Medical Centre Quakers Hill,Quakers Hill,NSW,2763,150.88586047,-33.72797479,General practice service,GP
Corowa Mediclinic,Corowa,NSW,2646,146.39036560058600,-35.99721908569340,General practice service,GP
Bawrunga Aboriginal Medical Service - Gulargambone,Gulargambone,NSW,2828,148.47695435,-31.33299085,General practice service,GP
Berridale Surgery,Berridale,NSW,2628,148.8280029296880,-36.36640167236330,General practice service,GP
Mead Medical Group (Kalamunda),Kalamunda,WA,6076,116.06047058105500,-31.967477798461900,General practice service,GP
Amgad & Maha Medical Centre,Fairfield,NSW,2165,150.95469972,-33.87157788,General practice service,GP
Myhealth Medical Eastland,Ringwood,VIC,3134,145.22882080078100,-37.81275177001950,General practice service,GP
Southern River Family Practice,Southern River,WA,6110,115.93800354003900,-32.10599899291990,General practice service,GP
Broome Doctors Practice,Broome,WA,6725,122.2437182,-17.95587025,General practice service,GP
Coen Primary Health Care Centre,Coen,QLD,4892,143.20120239,-13.94509601,Aboriginal and Torres Strait Islander health service,GP
Gillieston Height Medical Practice,Gillieston Heights,NSW,2321,151.52883027,-32.76407667,General practice service,GP
Maternal And Child Health Centre - Balmoral,Balmoral,VIC,3407,141.84103778,-37.2495221,"Maternal, child and family health service",GP
Narre Warren Clinic,Narre Warren,VIC,3805,145.30917358398400,-38.01090621948240,General practice service,GP
City Medical Gp And Vaccination Clinic,Melbourne,VIC,3000,144.96047148,-37.81345894,General practice service,GP
Shoalhaven Youth Health Service,Nowra,NSW,2541,150.59866333007800,-34.87580490112310,General practice service,GP
Maternal And Child Health Centre - Craigieburn - Whitley Crescent,Craigieburn,VIC,3064,144.93789128,-37.60651503,"Maternal, child and family health service",GP
Napranum Primary Health Care Centre - Maternal And Child Health Services,Mission River,QLD,4874,141.88963466,-12.68451394,"Maternal, child and family health service",GP
Gold Coast Child Youth And Family Health - Robina,Robina,QLD,4226,153.37774553,-28.0737787,"Maternal, child and family health service",GP
Samy Medical Practice (Harvey),Harvey,WA,6220,115.89566069,-33.08008773,General practice service,GP
Dr Arun Reddy,Miller,NSW,2168,150.88449163,-33.91961543,General practice service,GP
Langmore General Practice,Berwick,VIC,3806,145.339248657226,-38.0616874694824,General practice service,GP
Boronia Park Medical Centre,Boronia Heights,QLD,4124,153.02034082,-27.69277266,General practice service,GP
San Remo Medical Clinic,San Remo,VIC,3925,145.36949157714800,-38.52119445800780,General practice service,GP
Young People's Health - Ipswich,Ipswich,QLD,4305,152.76024713,-27.61311738,"Maternal, child and family health service",GP
Rye Family Clinic,Rye,VIC,3941,144.82834362,-38.37142213,General practice service,GP
Myhealth Oran Park,Oran Park,NSW,2570,150.7397918701170,-34.00053024291990,General practice service,GP
Maternal And Child Health Centre - Maribyrnong,Maribyrnong,VIC,3032,144.88194274902300,-37.77294158935550,"Maternal, child and family health service",GP
Maternal And Child Health Centre - Fitzroy North,Fitzroy North,VIC,3068,144.98277339,-37.78484312,"Maternal, child and family health service",GP
New Town Health Hub,New Town,TAS,7008,147.30701903,-42.85980938,General practice service,GP
Warrumbungle Medical Centre,Coonabarabran,NSW,2357,149.2794189453130,-31.274696350097700,General practice service,GP
Ngunytju Tjitji Pirni Aboriginal Corporation,Kalgoorlie,WA,6430,121.46736907959000,-30.752748489379900,Aboriginal and Torres Strait Islander health service,GP
Bathurst Skin Cancer Clinic,Hobart,TAS,7000,147.32652282714800,-42.879974365234400,General practice skin cancer service,GP
Wembley Family Medical Practice,Wembley,WA,6014,115.8172607421880,-31.94046401977540,General practice service,GP
Dr. Susan Korosec,Lilydale,VIC,3140,145.35655757,-37.75266233,General practice service,GP
Lum Road Medical Clinic,Wheelers Hill,VIC,3150,145.17648315429700,-37.91657638549810,General practice service,GP
Boonah Hospital - Aboriginal And Torres Strait Islander Liaison,Boonah,QLD,4310,152.67905232,-27.99910148,Aboriginal and Torres Strait Islander health service,GP
Balwyn Road Family Medical Centre,Balwyn North,VIC,3104,145.0861358642580,-37.786476135253900,General practice service,GP
Rochedale Village Doctors,Rochedale,QLD,4123,153.11350659,-27.57770181,General practice service,GP
Walk-In Centre - Gungahlin,Gungahlin,ACT,2912,149.1364217,-35.18421911,Walk-in centre,GP
Hawker Medical Centre,Hawker,SA,5434,138.42849731445300,-31.89397430419920,General practice service,GP
Milky Business,Berkeley Vale,NSW,2261,151.435443394714,-33.3413813899065,"Maternal, child and family health service",GP
Ranford Medical Centre,Canning Vale,WA,6155,115.92584228515600,-32.09299087524410,General practice service,GP
Dirranbandi Hospital - Aboriginal Health Services,Dirranbandi,QLD,4486,148.22900390625,-28.580520629882800,Aboriginal and Torres Strait Islander health service,GP
Maternal And Child Health Centre - Doncaster East - Blackburn Road,Doncaster East,VIC,3109,145.16726706,-37.76072175,"Maternal, child and family health service",GP
Metro Medical Centre,Springfield Lakes,QLD,4300,152.91603158,-27.66979353,General practice service,GP
Scotts Head Medical Practice,Scotts Head,NSW,2447,152.995501,-30.746906,General practice service,GP
Palmwoods Clinic Family Medicine,Palmwoods,QLD,4555,152.95819091796900,-26.687149047851600,General practice service,GP
Miami Village Medical Practice,Miami,QLD,4220,153.43364566,-28.07362802,General practice service,GP
Sylvanwood Maternal & Child Health Centre,Narre Warren,VIC,3805,145.29406437,-38.00746162,"Maternal, child and family health service",GP
Fnqh Cairns,Westcourt,QLD,4870,145.75445592,-16.93434285,General practice skin cancer service,GP
Derbarl Yerrigan Health Service Mirrabooka,Mirrabooka,WA,6061,115.85858963,-31.86821652,Aboriginal and Torres Strait Islander health service,GP
Narangba Doctors,Narangba,QLD,4504,152.9418487548830,-27.188379287719700,General practice service,GP
Barrabool Hills Family Medical Practice,Highton,VIC,3216,144.30629934,-38.16112855,General practice service,GP
Next Practice Health,Burleigh Waters,QLD,4220,153.42362595,-28.09993143,General practice service,GP
Maternal And Child Health Centre - Belmont,Belmont,VIC,3216,144.3243717,-38.18772276,"Maternal, child and family health service",GP
Bellbowrie Medical Centre,Bellbowrie,QLD,4070,152.88784790039100,-27.561912536621100,General practice service,GP
Victorian Aboriginal Health Service - Vahs St Albans,St Albans,VIC,3021,144.80049446,-37.74134684,Aboriginal and Torres Strait Islander health service,GP
Fig Tree Medical Maleny,Maleny,QLD,4552,152.84722228,-26.75765559,General practice service,GP
Moorebank  Shopping Village Medical Centre,Moorebank,NSW,2170,150.948643,-33.933404,General practice service,GP
Wyee Medical Centre,Wyee,NSW,2259,151.48531339,-33.17546645,General practice service,GP
Trinity Health Care Centre,Liverpool,NSW,2170,150.92479542,-33.92139187,General practice service,GP
Alpurrurulam (Lake Nash) Community Health Centre,Alpurrurulam,NT,4825,137.84835263,-20.98506239,Nurse led clinic,GP
Barwon Health - Community Health Centre And Services - Anglesea,Anglesea,VIC,3230,144.18450776,-38.40977866,"Maternal, child and family health service",GP
My Gp Parkwood,Parkwood,QLD,4214,153.364749,-27.945832,General practice service,GP
Al-Zahraa Medical Centre,Arncliffe,NSW,2205,151.14715952,-33.93556249,General practice service,GP
Gin Gin Hospital - Maternal And Child Health Services,Gin Gin,QLD,4671,151.9539061,-24.98604494,"Maternal, child and family health service",GP
Kirwan Family Clinic,Thuringowa Central,QLD,4817,146.72902799,-19.31321238,General practice service,GP
Edens Landing Doctors And Skin Cancer Clinic,Edens Landing,QLD,4207,153.16879304,-27.70007066,General practice service,GP
Maylands Wellness Centre,Maylands,WA,6051,115.89344,-31.92795,General practice service,GP
Mernda Junction Medical,Mernda,VIC,3754,145.09472936,-37.59992052,General practice service,GP
Maitland Family Care Cottage,Maitland,NSW,2320,151.54613391,-32.72668267,"Maternal, child and family health service",GP
The Practice Of Dr Minh Luan Le,Inala,QLD,4077,152.97426425,-27.59802572,General practice service,GP
Mount Compass Medical Centre,Mount Compass,SA,5210,138.62108883,-35.34785784,General practice service,GP
Manildra Community Health Centre,Manildra,NSW,2865,148.69330674,-33.1859384,"Maternal, child and family health service",GP
High Country Medical Practice,Urbenville,NSW,2475,152.5471649169920,-28.472347259521500,General practice service,GP
